time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-02T22:47:29.890Z,35.3244,26.8438,10.56,4,mb,,116,0.341,0.99,us,us10008nmd,2017-05-02T23:05:57.040Z,"39km WSW of Karpathos, Greece",earthquake,4.5,5.5,0.093,31,reviewed,us,us
2017-05-02T22:22:28.030Z,59.7759,-136.6597,2.31,3,ml,,114,0.565,0.94,us,us10008nm1,2017-05-02T22:34:42.040Z,"83km WNW of Skagway, Alaska",earthquake,2.8,9.8,0.055,43,reviewed,us,us
2017-05-02T22:16:39.940Z,59.82,-136.7795,0,2.5,ml,,,,0.59,ak,ak15879832,2017-05-02T22:20:25.654Z,"91km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T22:10:34.840Z,19.4056664,-155.2841644,1.51,2.52,md,17,63,0.007034,0.14,hv,hv61727121,2017-05-02T22:13:33.010Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.33,0.08,10,automatic,hv,hv
2017-05-02T21:37:23.018Z,50.8943,-178.8727,105.2,2.5,ml,,,,0.03,ak,ak15878883,2017-05-03T01:59:27.645Z,"44km SSE of Amatignak Island, Alaska",earthquake,,12,,,reviewed,ak,ak
2017-05-02T21:12:55.100Z,39.253,-120.1735,0,2.9,mh,0,355,1.871,4.07,nc,nc72796075,2017-05-03T14:29:51.236Z,"8km S of Truckee, California",sonic boom,98.99,77.55,,0,reviewed,nc,nc
2017-05-02T21:12:11.540Z,35.8557,60.5732,10,5.1,mb,,53,2.005,0.79,us,us10008nl9,2017-05-03T19:49:20.922Z,"68km N of Torbat-e Jam, Iran",earthquake,6.6,1.9,0.05,133,reviewed,us,us
2017-05-02T20:49:47.960Z,59.7926,-136.7892,4.08,2.9,ml,,88,0.507,0.83,us,us10008nky,2017-05-03T17:07:31.040Z,"91km WNW of Skagway, Alaska",earthquake,2.4,7.6,0.049,54,reviewed,us,us
2017-05-02T20:02:47.220Z,-9.5023,111.8733,17.06,4.6,mb,,72,2.068,0.83,us,us10008nkc,2017-05-03T16:56:20.040Z,"135km SSW of Tambakrejo, Indonesia",earthquake,5.2,4.8,0.067,69,reviewed,us,us
2017-05-02T19:52:59.490Z,59.7846,-136.5881,5.84,2.6,ml,,90,0.603,0.55,us,us10008ngx,2017-05-03T16:43:32.040Z,"80km WNW of Skagway, Alaska",earthquake,2.1,7.8,0.058,39,reviewed,us,us
2017-05-02T19:27:52.520Z,59.7591,-136.6778,5.71,2.9,ml,,92,0.553,0.63,us,us10008naa,2017-05-03T16:35:52.040Z,"83km WNW of Skagway, Alaska",earthquake,3.9,2.3,0.052,49,reviewed,us,us
2017-05-02T19:27:02.005Z,59.8011,-136.8264,0,2.5,ml,,,,0.74,ak,ak15876940,2017-05-02T19:39:48.956Z,"93km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T18:48:01.060Z,36.6917,-97.6705,1.87,2.5,mb_lg,,50,0.22,0.24,us,us10008n5i,2017-05-03T16:18:56.136Z,"13km SSE of Medford, Oklahoma",earthquake,1,0.2,0.117,19,reviewed,us,us
2017-05-02T18:35:58.262Z,51.4202,-176.2154,17.4,2.5,ml,,,,0.33,ak,ak15876902,2017-05-03T01:32:57.831Z,"59km SSE of Adak, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2017-05-02T18:01:13.010Z,33.8185,-117.6396667,4.8,2.73,ml,94,31,0.03442,0.17,ci,ci37638239,2017-05-03T16:40:03.165Z,"9km SW of Corona, California",earthquake,0.14,0.35,0.233,26,reviewed,ci,ci
2017-05-02T17:46:43.040Z,59.7926,-136.6991,10,3.9,mwr,,89,0.551,0.73,us,us10008n22,2017-05-03T15:31:54.172Z,"86km WNW of Skagway, Alaska",earthquake,2.5,1.9,0.059,28,reviewed,us,us
2017-05-02T16:40:09.010Z,59.5428,-136.1836,33,2.7,ml,,,,0.85,ak,ak15874794,2017-05-02T16:44:26.346Z,"50km W of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T16:26:37.730Z,59.7535,-136.7052,0,2.6,ml,,,,0.75,ak,ak15874788,2017-05-02T16:37:18.765Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T16:09:03.438Z,59.8999,-136.7003,0,2.7,ml,,,,0.85,ak,ak15874777,2017-05-02T16:16:07.217Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T15:59:03.953Z,59.8075,-136.5688,0,2.5,ml,,,,0.83,ak,ak15874772,2017-05-02T16:07:03.302Z,"80km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T15:10:22.370Z,-11.7183,-13.9218,10,5.9,mww,,57,3.786,0.47,us,us10008n0i,2017-05-02T20:09:26.040Z,"Ascension Island region",earthquake,9.1,1.8,0.073,18,reviewed,us,us
2017-05-02T14:47:58.476Z,59.832,-136.5581,0,2.6,ml,,,,0.85,ak,ak15873836,2017-05-02T14:55:01.792Z,"81km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T14:30:23.153Z,59.808,-136.6157,5,3.3,ml,,,,0.66,ak,ak15872921,2017-05-02T20:20:35.122Z,"83km WNW of Skagway, Alaska",earthquake,,0,,,reviewed,ak,ak
2017-05-02T14:07:00.140Z,-24.2446,-175.7616,10,5.1,mb,,91,7.474,0.84,us,us10008n03,2017-05-02T15:44:37.040Z,"South of Tonga",earthquake,11.4,1.8,0.081,49,reviewed,us,us
2017-05-02T14:03:41.186Z,59.776,-136.6849,3.1,2.5,ml,,,,0.81,ak,ak15872904,2017-05-02T14:08:34.602Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T13:36:50.320Z,38.0063,20.3574,10,4.5,mb,,136,1.494,1.39,us,us10008mzs,2017-05-02T15:18:18.040Z,"22km SSW of Argostolion, Greece",earthquake,4.1,1.8,0.128,18,reviewed,us,us
2017-05-02T13:13:54.701Z,63.1466,-151.1267,12.5,4.2,ml,,,,0.66,ak,ak15871955,2017-05-02T16:20:46.040Z,"105km NNW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-02T12:36:43.649Z,59.7511,-136.6941,12.7,3.8,ml,,,,0.68,ak,ak15871030,2017-05-02T20:11:40.036Z,"84km WNW of Skagway, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-05-02T12:34:58.990Z,59.8798,-136.5741,0,4.1,ml,,,,1.38,us,us10008mz8,2017-05-02T21:37:53.040Z,"85km NW of Skagway, Alaska",earthquake,4.5,7.5,,,reviewed,ak,ak
2017-05-02T12:21:59.212Z,59.9517,-141.2376,0,2.9,ml,,,,0.74,ak,ak15871008,2017-05-02T12:25:19.293Z,"67km E of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T12:16:31.110Z,19.431,-155.6141667,1.584,2.6,ml,41,76,0.03083,0.12,hv,hv61726126,2017-05-02T22:03:56.630Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.3,0.69,0.233,36,reviewed,hv,hv
2017-05-02T12:01:18.290Z,18.838,-67.141,15,2.54,md,4,356,0.3717,0.06,pr,pr2017122006,2017-05-03T02:00:40.817Z,"38km N of San Antonio, Puerto Rico",earthquake,8.42,0.93,0.18,4,reviewed,pr,pr
2017-05-02T11:56:09.282Z,51.6253,-178.5018,13.1,2.7,ml,,,,0.53,ak,ak15870976,2017-05-02T20:02:27.796Z,"38km SW of Tanaga Volcano, Alaska",earthquake,,2.1,,,reviewed,ak,ak
2017-05-02T11:51:44.630Z,52.0077,-177.4963,21.76,4.1,mb,,136,0.263,0.97,us,us10008mym,2017-05-02T18:59:54.801Z,"46km ENE of Tanaga Volcano, Alaska",earthquake,11.7,8.5,0.056,89,reviewed,us,us
2017-05-02T11:11:06.539Z,51.6363,-178.5232,4.7,3.7,ml,,,,0.62,ak,ak15870077,2017-05-02T20:01:43.006Z,"38km SW of Tanaga Volcano, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-05-02T11:03:14.096Z,59.8143,-136.5982,0,2.8,ml,,,,0.9,ak,ak15870071,2017-05-02T11:07:26.504Z,"82km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T10:29:21.850Z,41.5638,141.9543,72.23,4.3,mb,,80,1.006,1.1,us,us10008myb,2017-05-02T12:01:13.040Z,"68km ENE of Mutsu, Japan",earthquake,5.2,7.8,0.101,28,reviewed,us,us
2017-05-02T10:15:28.951Z,59.9129,-136.5593,0,3.4,ml,,,,1.06,ak,ak15870060,2017-05-02T10:24:52.200Z,"86km NW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T09:54:32.387Z,61.2845,-151.2137,79.9,3.4,ml,,,,0.63,ak,ak15870040,2017-05-02T19:00:19.633Z,"66km N of Nikiski, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-02T09:34:25.370Z,-24.204,-67.2066,220.56,4.2,mb,,112,2.227,0.58,us,us10008mxx,2017-05-02T11:37:10.040Z,"90km W of San Antonio de los Cobres, Argentina",earthquake,5.9,10.8,0.263,4,reviewed,us,us
2017-05-02T08:44:29.070Z,18.5938,-65.591,25,2.61,md,10,210,0.4175,0.22,pr,pr2017122005,2017-05-03T05:11:32.088Z,"27km NNE of Luquillo, Puerto Rico",earthquake,1.19,5.36,0.32,8,reviewed,pr,pr
2017-05-02T08:21:34.106Z,59.8187,-136.5892,0,2.9,ml,,,,0.86,ak,ak15869119,2017-05-02T08:26:06.796Z,"82km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T08:14:48.630Z,59.8628,-136.8405,0,2.5,ml,,,,0.66,ak,ak15869105,2017-05-02T08:26:07.071Z,"97km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T08:09:30.058Z,59.7729,-136.7117,12.8,3.8,ml,,,,0.97,ak,ak15869091,2017-05-02T08:30:53.665Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-02T07:26:15.658Z,59.7642,-136.6982,0,2.5,ml,,,,0.8,ak,ak15869073,2017-05-02T07:30:53.730Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T06:35:11.851Z,59.907,-136.5658,0,2.9,ml,,,,1.01,ak,ak15868157,2017-05-02T06:42:57.373Z,"86km NW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-02T06:04:19.555Z,59.7999,-136.6977,3.3,3.6,ml,,,,0.58,ak,ak15868123,2017-05-02T18:55:36.035Z,"86km WNW of Skagway, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-05-02T05:41:46.841Z,59.7569,-136.521,7.8,3.5,ml,,,,0.9,ak,ak15867228,2017-05-02T18:49:46.367Z,"75km WNW of Skagway, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-02T05:28:41.840Z,34.0263333,-118.5193333,9.56,3.06,ml,140,58,0.01868,0.25,ci,ci37637991,2017-05-07T01:53:55.599Z,"2km WNW of Santa Monica, California",earthquake,0.19,0.33,0.253,233,reviewed,ci,ci
2017-05-02T04:56:53.015Z,67.3472,-144.1617,6.3,2.5,ml,,,,0.66,ak,ak15867196,2017-05-02T05:01:21.232Z,"99km NNE of Fort Yukon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T03:53:34.250Z,18.9548,-64.7946,29,2.97,md,5,300,0.8106,0.23,pr,pr2017122004,2017-05-03T02:03:36.902Z,"62km NNW of Road Town, British Virgin Islands",earthquake,3.62,16.45,0.13,3,reviewed,pr,pr
2017-05-02T03:37:30.522Z,59.8743,-136.5495,0,3.5,ml,,,,0.98,ak,ak15866270,2017-05-02T03:44:19.685Z,"83km NW of Skagway, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-05-02T03:10:40.738Z,59.7612,-136.7123,0,2.5,ml,,,,0.76,ak,ak15865395,2017-05-02T03:15:11.422Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T02:47:34.468Z,59.76,-136.7008,1,2.8,ml,,,,0.75,ak,ak15865389,2017-05-02T02:54:02.365Z,"85km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T02:36:04.425Z,59.8909,-136.7146,0,2.8,ml,,,,0.68,ak,ak15865375,2017-05-02T02:42:19.745Z,"92km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T02:27:51.110Z,18.4956,-66.0318,102,2.9,md,15,189,0.1937,0.23,pr,pr2017122003,2017-05-03T02:07:09.967Z,"8km ENE of San Juan, Puerto Rico",earthquake,1.58,0.86,0.24,14,reviewed,pr,pr
2017-05-02T02:15:32.391Z,59.81,-136.6169,0,3,ml,,,,0.66,ak,ak15864637,2017-05-02T02:20:39.057Z,"83km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T02:14:43.622Z,59.7654,-136.6922,0,2.6,ml,,,,0.71,ak,ak15864504,2017-05-02T02:18:55.301Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T02:14:07.587Z,51.6197,-178.5193,4.9,2.8,ml,,,,0.57,ak,ak15864505,2017-05-02T17:35:13.842Z,"39km SW of Tanaga Volcano, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-05-02T01:33:49.270Z,59.7708,-136.7054,0.1,3.2,ml,,,,0.78,ak,ak15863797,2017-05-02T02:17:04.071Z,"85km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T01:22:32.227Z,59.8147,-136.7927,0,2.8,ml,,,,0.82,ak,ak15863741,2017-05-02T01:30:26.102Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T01:17:46.827Z,59.8066,-136.7005,2.6,2.5,ml,,,,0.63,ak,ak15863736,2017-05-02T01:20:27.113Z,"87km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T01:05:32.366Z,59.77,-136.6822,8.2,3.5,ml,,,,0.65,ak,ak15863718,2017-05-02T01:33:23.531Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-02T00:59:17.520Z,59.7742,-136.5809,10,2.6,ml,,91,0.604,1.45,us,us10008mv1,2017-05-02T01:18:54.040Z,"79km WNW of Skagway, Alaska",earthquake,2,2,0.063,33,reviewed,us,us
2017-05-02T00:51:51.110Z,-14.779,167.4574,148.68,4.7,mb,,72,5.969,0.87,us,us10008mv0,2017-05-02T01:10:40.040Z,"53km NE of Port-Olry, Vanuatu",earthquake,11.1,8,0.08,47,reviewed,us,us
2017-05-02T00:46:44.910Z,36.2094,-97.0236,5.92,2.8,mb_lg,,47,0.071,0.35,us,us10008muu,2017-05-02T14:27:15.595Z,"10km NNE of Stillwater, Oklahoma",earthquake,1,3.3,0.066,59,reviewed,us,us
2017-05-02T00:30:18.800Z,59.7658,-136.6642,3.16,3.5,ml,,92,0.561,0.83,us,us10008mup,2017-05-02T01:22:56.040Z,"83km WNW of Skagway, Alaska",earthquake,1.7,9.7,0.046,61,reviewed,us,us
2017-05-02T00:23:19.504Z,60.1993,-149.8877,35.5,2.7,ml,,,,0.6,ak,ak15862845,2017-05-02T01:30:03.040Z,"26km WNW of Seward, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-05-02T00:22:41.500Z,59.7643,-136.7012,10,3.3,ml,,92,0.542,0.39,us,us10008mul,2017-05-02T00:52:02.040Z,"85km WNW of Skagway, Alaska",earthquake,2.1,1.9,0.05,53,reviewed,us,us
2017-05-02T00:15:55.820Z,19.0111,-67.989,24,3.29,md,15,319,0.8079,0.26,pr,pr2017122000,2017-05-04T22:49:47.414Z,"64km NE of Punta Cana, Dominican Republic",earthquake,1.4,20.39,0.25,14,reviewed,pr,pr
2017-05-02T00:15:36.640Z,59.7771,-136.7058,3.68,2.7,ml,,97,0.768,1.08,us,us10008muj,2017-05-02T00:33:22.040Z,"86km WNW of Skagway, Alaska",earthquake,2.3,7.4,0.065,31,reviewed,us,us
2017-05-01T23:45:36.700Z,59.8616,-136.7098,3.4,2.9,ml,,93,0.808,1.35,us,us10008mu9,2017-05-02T00:23:46.040Z,"90km WNW of Skagway, Alaska",earthquake,4.5,9.9,0.073,25,reviewed,us,us
2017-05-01T23:45:15.020Z,18.932,-64.7751,32,3.33,md,15,283,0.8047,0.26,pr,pr2017121004,2017-05-04T22:52:03.305Z,"59km NNW of Road Town, British Virgin Islands",earthquake,1.41,7.13,0.2,13,reviewed,pr,pr
2017-05-01T23:43:28.900Z,59.8085,-136.8641,1.92,2.7,ml,,138,0.854,1.17,us,us10008mu7,2017-05-02T00:24:47.040Z,"95km WNW of Skagway, Alaska",earthquake,4.3,10,0.077,22,reviewed,us,us
2017-05-01T23:38:44.540Z,-33.0337,-72.226,16.53,4.2,mb,,184,0.494,0.52,us,us10008mu6,2017-05-02T12:04:23.536Z,"55km W of Valparaiso, Chile",earthquake,4.1,7.3,0.235,5,reviewed,us,us
2017-05-01T23:32:45.000Z,33.4851667,-116.7956667,4.14,2.45,ml,106,28,0.02251,0.22,ci,ci37637863,2017-05-02T15:26:06.250Z,"7km NE of Aguanga, California",earthquake,0.11,0.33,0.172,130,reviewed,ci,ci
2017-05-01T22:58:46.631Z,59.8055,-136.569,0,2.5,ml,,,,0.69,ak,ak15861823,2017-05-01T23:04:36.851Z,"80km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T22:42:58.400Z,59.7592,-136.6808,0,3.1,ml,,,,0.82,ak,ak15861795,2017-05-01T22:48:49.240Z,"84km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T22:34:14.427Z,59.8169,-136.7845,1,2.6,ml,,,,0.57,ak,ak15861144,2017-05-01T22:47:08.161Z,"92km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T22:32:52.528Z,59.7999,-136.8333,0,2.5,ml,,,,0.9,ak,ak15861141,2017-05-01T22:36:42.973Z,"93km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-01T22:26:15.900Z,-24.0049,-67.1193,215.88,4.2,mb,,57,2.152,1.23,us,us10008mth,2017-05-02T00:10:20.040Z,"84km WNW of San Antonio de los Cobres, Argentina",earthquake,9.8,10.9,0.263,4,reviewed,us,us
2017-05-01T22:25:01.764Z,59.7587,-136.709,0,2.5,ml,,,,0.76,ak,ak15861105,2017-05-01T22:29:49.566Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T21:52:54.040Z,59.7777,-136.7008,0,2.9,ml,,,,0.8,ak,ak15860930,2017-05-01T21:57:05.241Z,"85km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T21:52:47.590Z,31.131,-103.3275,2.67,3.1,mb_lg,,51,0.52,0.63,us,us10008mt4,2017-05-01T22:34:25.349Z,"36km SSE of Pecos, Texas",earthquake,2.5,7.7,0.063,65,reviewed,us,us
2017-05-01T21:50:24.874Z,59.7447,-136.7055,0,2.9,ml,,,,0.86,ak,ak15860926,2017-05-01T21:55:24.181Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T21:49:12.740Z,19.0643,-65.397,24,2.62,md,5,290,0.7654,0.18,pr,pr2017121003,2017-05-03T02:19:14.571Z,"83km NNE of Luquillo, Puerto Rico",earthquake,1.73,16.239,0.37,4,reviewed,pr,pr
2017-05-01T21:30:47.639Z,59.7721,-136.7039,0,2.9,ml,,,,0.74,ak,ak15860274,2017-05-02T05:33:25.051Z,"85km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T20:48:46.351Z,59.8115,-136.6485,5.8,3.7,ml,,,,0.64,ak,ak15860063,2017-05-02T03:29:50.436Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-01T20:40:33.245Z,59.7514,-136.5497,7.1,3.5,ml,,,,0.76,ak,ak15860052,2017-05-01T21:25:30.500Z,"77km WNW of Skagway, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-05-01T20:16:32.115Z,59.7892,-136.6847,0.3,3.6,ml,,,,0.76,ak,ak15859374,2017-05-01T21:05:59.914Z,"85km WNW of Skagway, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-05-01T20:15:37.876Z,59.7025,-136.4962,9.7,3.3,ml,,,,0.96,ak,ak15859367,2017-05-02T04:18:20.765Z,"72km WNW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-01T20:08:36.003Z,59.7679,-136.7053,0,2.5,ml,,,,0.79,ak,ak15859329,2017-05-01T20:12:38.564Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T20:04:06.335Z,59.8871,-136.714,0,2.6,ml,,,,0.58,ak,ak15859289,2017-05-01T20:08:47.097Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T19:16:03.770Z,56.7189,-155.8643,45.7,2.6,ml,,,,0.48,ak,ak15858521,2017-05-01T19:23:51.727Z,"100km N of Chirikof Island, Alaska",earthquake,,8.9,,,automatic,ak,ak
2017-05-01T19:02:54.731Z,59.77,-136.7134,0,3.1,ml,,,,0.79,ak,ak15858446,2017-05-01T19:23:50.643Z,"86km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T18:35:54.530Z,59.7732,-136.682,0,3.1,ml,,,,0.82,ak,ak15858352,2017-05-01T19:22:08.697Z,"84km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T18:30:38.814Z,59.8526,-136.6376,3.4,3.9,ml,,,,0.55,ak,ak15857692,2017-05-01T18:49:50.080Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-01T18:26:14.508Z,59.8278,-136.6172,0,3.1,ml,,,,0.83,ak,ak15857683,2017-05-01T18:29:53.070Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T18:25:19.187Z,59.7669,-136.6945,0,2.7,ml,,,,0.88,ak,ak15857681,2017-05-01T18:38:48.871Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T18:11:29.661Z,59.7625,-136.6942,0,3,ml,,,,0.71,ak,ak15857617,2017-05-01T18:23:41.137Z,"84km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T17:32:36.018Z,59.7703,-136.6856,0,2.5,ml,,,,0.65,ak,ak15856865,2017-05-01T17:35:27.056Z,"84km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-01T17:17:50.840Z,59.764,-136.6888,0,2.7,ml,,,,0.79,ak,ak15856826,2017-05-01T17:22:03.487Z,"84km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T17:10:10.619Z,59.7743,-136.67,4,3.5,ml,,,,0.86,ak,ak15856784,2017-05-03T19:56:39.658Z,"84km WNW of Skagway, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-05-01T17:06:49.290Z,63.1578,-151.0819,3.1,3,ml,,,,0.75,ak,ak15856772,2017-05-01T17:13:23.805Z,"105km NNW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T17:04:29.643Z,59.8609,-136.7138,0.1,2.5,ml,,,,0.71,ak,ak15856733,2017-05-01T17:09:56.727Z,"90km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T17:03:07.053Z,59.6391,-136.8397,5.1,2.5,ml,,,,0.85,ak,ak15856732,2017-05-01T17:09:56.968Z,"88km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T17:02:48.378Z,51.6522,-178.5046,4.8,3,ml,,,,0.65,ak,ak15856728,2017-05-01T17:38:53.798Z,"35km SW of Tanaga Volcano, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-05-01T16:56:45.448Z,59.7835,-136.5998,9.4,2.6,ml,,,,0.85,ak,ak15856717,2017-05-01T17:33:43.616Z,"81km WNW of Skagway, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-05-01T16:56:34.113Z,58.9921,-135.7994,14.9,2.8,ml,,,,0.52,ak,ak15856723,2017-05-01T17:01:44.223Z,"33km SW of Haines, Alaska",earthquake,,0.8,,,automatic,ak,ak
