time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-01T16:54:28.819Z,63.1565,-151.1516,3.2,2.8,ml,,,,0.75,ak,ak15856678,2017-05-01T17:01:15.426Z,"107km NNW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T16:42:23.343Z,59.8112,-136.8294,0,2.6,ml,,,,0.7,ak,ak15856626,2017-05-01T16:48:46.343Z,"94km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-01T16:40:37.784Z,59.7873,-136.689,0,2.5,ml,,,,0.71,ak,ak15856623,2017-05-01T16:45:58.825Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T16:38:53.506Z,60.5156,-137.5651,0.8,2.6,ml,,,,1.19,ak,ak15856621,2017-05-01T16:44:13.934Z,"26km S of Haines Junction, Canada",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T16:38:40.009Z,59.7134,-136.4807,9.5,3,ml,,,,1.04,ak,ak15856614,2017-05-01T16:44:13.213Z,"71km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-01T16:36:20.025Z,59.8114,-136.5627,0,2.7,ml,,,,0.63,ak,ak15856609,2017-05-01T16:40:42.995Z,"80km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T16:34:22.958Z,59.7238,-136.4609,3.9,3,ml,,,,0.97,ak,ak15855971,2017-05-01T16:38:58.557Z,"71km WNW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-01T16:30:42.570Z,38.2323,42.9158,10,4.5,mb,,51,0.137,0.89,us,us10008mku,2017-05-01T18:19:18.040Z,"15km NE of Bahcesaray, Turkey",earthquake,5,1.9,0.097,31,reviewed,us,us
2017-05-01T16:28:31.822Z,59.8862,-136.6974,0,2.5,ml,,,,0.92,ak,ak15855964,2017-05-01T16:33:44.413Z,"91km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T16:10:36.014Z,59.3299,-137.24,2.1,3.5,ml,,,,0.73,ak,ak15855905,2017-05-01T16:13:50.831Z,"102km W of Haines, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T16:08:35.105Z,59.8023,-136.6546,0,2.7,ml,,,,0.83,ak,ak15855901,2017-05-01T16:12:07.813Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T16:07:00.759Z,59.7637,-136.7135,0,2.5,ml,,,,0.77,ak,ak15855896,2017-05-01T16:10:24.285Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T16:05:01.703Z,59.7488,-136.7097,0,2.6,ml,,,,0.86,ak,ak15855890,2017-05-01T16:08:41.200Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T15:57:12.944Z,59.6599,-136.4613,11.3,3.1,ml,,,,0.96,ak,ak15855851,2017-05-01T16:01:57.636Z,"68km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-01T15:54:57.967Z,59.7607,-136.7004,0,2.9,ml,,,,0.78,ak,ak15855845,2017-05-01T16:00:13.483Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T15:50:31.860Z,59.7616,-136.6295,4.48,4.3,mb,,92,0.577,0.49,us,us10008mjn,2017-05-01T16:07:29.984Z,"81km WNW of Skagway, Alaska",earthquake,4.5,6.3,0.265,4,reviewed,us,us
2017-05-01T15:49:01.853Z,51.6408,-178.507,5.7,2.5,ml,,,,0.58,ak,ak15855796,2017-05-01T16:56:01.762Z,"36km SW of Tanaga Volcano, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-05-01T15:42:18.290Z,-5.9726,130.6808,137.63,4.5,mb,,103,2.089,0.64,us,us10008mjh,2017-05-01T17:11:24.040Z,"229km NNW of Saumlaki, Indonesia",earthquake,7.7,8.2,0.076,51,reviewed,us,us
2017-05-01T15:41:46.631Z,59.7678,-136.6974,0,3.1,ml,,,,0.84,ak,ak15855770,2017-05-01T23:44:16.109Z,"85km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T15:38:26.882Z,59.789,-136.6917,0,2.5,ml,,,,0.64,ak,ak15855752,2017-05-01T15:42:06.110Z,"86km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-01T15:35:26.046Z,59.7824,-136.6937,17.6,3.8,ml,,,,0.76,ak,ak15855744,2017-05-01T23:38:00.439Z,"85km WNW of Skagway, Alaska",earthquake,,0,,,reviewed,ak,ak
2017-05-01T15:34:29.074Z,59.7186,-136.5721,1.1,3.1,ml,,,,0.84,ak,ak15855123,2017-05-01T23:36:57.298Z,"76km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T15:32:44.410Z,59.7792,-136.6797,0,2.6,ml,,,,0.75,ak,ak15855118,2017-05-01T15:36:26.079Z,"84km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-01T15:32:02.315Z,59.751,-136.7007,0,2.6,ml,,,,0.72,ak,ak15855113,2017-05-01T15:36:25.805Z,"84km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T15:23:54.404Z,59.8948,-136.729,1,3.4,ml,,,,0.77,ak,ak15855083,2017-05-01T16:33:44.635Z,"93km WNW of Skagway, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-05-01T15:21:47.180Z,59.8543,-136.6962,10,4.1,mb,,82,0.573,1.26,us,us10008min,2017-05-01T23:24:25.501Z,"89km WNW of Skagway, Alaska",earthquake,2.2,2,0.157,11,reviewed,us,us
2017-05-01T15:17:50.940Z,35.91,-98.2926,5,2.8,mb_lg,,49,0.111,0.19,us,us10008mij,2017-05-01T15:30:57.040Z,"13km NE of Watonga, Oklahoma",earthquake,0.8,1.9,0.098,27,reviewed,us,us
2017-05-01T15:14:06.730Z,59.8793,-136.695,0,2.9,ml,,,,0.66,ak,ak15855046,2017-05-01T15:17:37.610Z,"90km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T15:10:13.381Z,59.7948,-136.703,3,2.8,ml,,,,0.77,ak,ak15855039,2017-05-01T15:15:54.386Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T14:59:20.967Z,59.7945,-136.58,5,4.3,ml,,,,0.8,ak,ak15861947,2017-05-01T23:19:13.598Z,"80km WNW of Skagway, Alaska",earthquake,,0,,,reviewed,ak,ak
2017-05-01T14:59:10.530Z,59.7433,-136.583,5.92,4.5,mb,,94,0.596,0.67,us,us10008mi7,2017-05-02T02:39:37.850Z,"78km WNW of Skagway, Alaska",earthquake,4.9,2.4,0.384,2,reviewed,us,us
2017-05-01T14:56:35.898Z,59.7919,-136.6976,0.8,2.8,ml,,,,0.84,ak,ak15854993,2017-05-01T15:01:20.645Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T14:54:57.217Z,59.7145,-136.6607,5.3,2.9,ml,,,,1.07,ak,ak15854991,2017-05-01T14:59:37.626Z,"81km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-01T14:47:06.529Z,59.8915,-136.7321,0,2.8,ml,,,,0.81,ak,ak15854971,2017-05-01T22:49:33.560Z,"93km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T14:45:44.093Z,59.7771,-136.6832,0,2.7,ml,,,,0.63,ak,ak15854970,2017-05-01T14:49:12.045Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-01T14:41:14.793Z,59.7012,-136.4678,1.3,3.2,ml,,,,1.18,ak,ak15854957,2017-05-01T22:43:55.881Z,"70km WNW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-01T14:40:43.860Z,39.3118333,-122.7935,9.51,2.81,md,52,31,0.1475,0.08,nc,nc72796526,2017-05-02T23:09:02.412Z,"19km NNE of Upper Lake, California",earthquake,0.11,0.42,0.236,60,reviewed,nc,nc
2017-05-01T14:35:40.284Z,59.7916,-136.6655,5,3.9,ml,,,,0.74,ak,ak15854932,2017-05-01T22:38:17.571Z,"84km WNW of Skagway, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-05-01T14:33:51.517Z,59.801,-136.7582,4.2,3.4,ml,,,,0.73,ak,ak15854312,2017-05-01T22:36:25.015Z,"89km WNW of Skagway, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-01T14:31:10.366Z,59.7838,-136.7183,0,3.4,ml,,,,0.98,ak,ak15854305,2017-05-01T22:33:54.806Z,"87km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T14:29:55.234Z,59.8774,-136.707,0,3.5,ml,,,,0.89,ak,ak15854300,2017-05-01T22:32:34.640Z,"91km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T14:27:36.827Z,59.7929,-136.7156,16.8,3.3,ml,,,,0.6,ak,ak15854290,2017-05-01T16:24:07.647Z,"87km WNW of Skagway, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-05-01T14:26:56.870Z,0.0341,123.4478,139.64,4.6,mb,,53,1.264,0.77,us,us10008mhj,2017-05-01T16:49:43.040Z,"46km SE of Bilungala, Indonesia",earthquake,8.1,6.1,0.087,39,reviewed,us,us
2017-05-01T14:18:17.580Z,59.7708,-136.689,20,6.3,mww,,34,0.55,1.02,us,us10008mgu,2017-05-07T04:55:14.822Z,"85km WNW of Skagway, Alaska",earthquake,4.6,1.5,,,reviewed,us,us
2017-05-01T14:06:33.149Z,59.8825,-136.6413,4.5,3.3,ml,,,,0.82,ak,ak15854206,2017-05-01T15:34:27.373Z,"88km WNW of Skagway, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-05-01T14:02:55.676Z,59.7903,-136.7149,1.1,2.5,ml,,,,0.83,ak,ak15854188,2017-05-01T22:05:37.722Z,"87km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-01T13:59:18.402Z,59.9157,-137.2356,8.8,2.6,ml,,,,0.76,ak,ak15854183,2017-05-01T14:02:29.568Z,"94km S of Haines Junction, Canada",earthquake,,0.6,,,automatic,ak,ak
2017-05-01T13:56:37.678Z,59.8103,-136.6982,0,2.6,ml,,,,0.93,ak,ak15854179,2017-05-01T14:04:12.179Z,"87km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T13:50:50.199Z,59.843,-136.9278,0,2.5,ml,,,,0.96,ak,ak15854163,2017-05-01T14:02:29.266Z,"100km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-01T13:48:05.640Z,43.6258,-28.7723,10,4.8,mb,,50,4.916,0.71,us,us10008mgj,2017-05-01T15:20:21.040Z,"Northern Mid-Atlantic Ridge",earthquake,9.8,1.9,0.043,167,reviewed,us,us
2017-05-01T13:39:32.704Z,59.8872,-136.7198,1.2,2.5,ml,,,,0.72,ak,ak15854142,2017-05-01T13:44:32.803Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T13:32:31.675Z,59.8839,-136.6999,0,2.5,ml,,,,0.82,ak,ak15853531,2017-05-01T21:35:10.426Z,"91km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T13:27:15.588Z,59.8549,-136.7394,2.4,2.5,ml,,,,0.9,ak,ak15853526,2017-05-01T13:32:57.315Z,"91km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T13:18:31.245Z,59.8999,-136.744,5,3.4,ml,,,,0.57,ak,ak15853509,2017-05-01T15:24:33.794Z,"94km WNW of Skagway, Alaska",earthquake,,0,,,reviewed,ak,ak
2017-05-01T13:17:28.463Z,59.8482,-136.8546,0.1,3,ml,,,,0.93,ak,ak15853507,2017-05-01T21:20:13.594Z,"97km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T13:10:19.387Z,59.8963,-136.7063,0,2.9,ml,,,,0.95,ak,ak15853494,2017-05-01T13:13:15.097Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T13:08:58.965Z,59.8205,-136.6243,1.8,2.5,ml,,,,0.76,ak,ak15853489,2017-05-01T13:13:14.791Z,"84km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T13:04:28.738Z,59.8674,-136.7272,0,2.6,ml,,,,0.86,ak,ak15853480,2017-05-01T21:07:12.227Z,"91km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T13:00:06.139Z,59.843,-136.7236,3.5,3,ml,,,,0.58,ak,ak15853465,2017-05-01T13:04:41.427Z,"90km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T12:59:20.792Z,59.8299,-136.6837,5.5,3,ml,,,,0.99,ak,ak15853463,2017-05-01T21:01:53.834Z,"87km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-01T12:56:38.930Z,59.7528,-136.6646,1.59,3.9,ml,,102,0.558,0.82,us,us10008mfa,2017-05-01T20:59:23.137Z,"83km WNW of Skagway, Alaska",earthquake,3.5,9.8,0.056,42,reviewed,us,us
2017-05-01T12:49:18.810Z,59.8685,-136.8369,4.58,5.2,mb,,79,0.515,0.85,us,us10008mes,2017-05-02T06:04:23.493Z,"97km WNW of Skagway, Alaska",earthquake,4.3,3.8,0.122,22,reviewed,us,us
2017-05-01T12:48:26.080Z,59.8963,-136.7861,4.2,2.6,ml,,,,0.9,ak,ak15853421,2017-05-01T14:21:29.105Z,"96km WNW of Skagway, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-01T12:44:54.248Z,59.8887,-136.7038,2.2,3.1,ml,,,,0.9,ak,ak15853413,2017-05-01T20:47:33.906Z,"91km WNW of Skagway, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-05-01T12:43:08.205Z,59.8937,-136.7948,5,3.2,ml,,,,0.82,ak,ak15853405,2017-05-01T20:45:54.758Z,"96km WNW of Skagway, Alaska",earthquake,,0,,,reviewed,ak,ak
2017-05-01T12:31:54.500Z,59.8438,-136.6945,2.18,6.2,mww,,28,0.57,0.94,us,us10008mel,2017-05-07T01:50:11.754Z,"88km WNW of Skagway, Alaska",earthquake,4.4,3.3,,,reviewed,us,us
2017-05-01T12:20:17.230Z,19.3761667,-155.3001667,26.175,2.59,ml,53,40,0.01495,0.11,hv,hv61724146,2017-05-01T21:11:53.251Z,"8km SW of Volcano, Hawaii",earthquake,0.35,0.61,0.16,9,reviewed,hv,hv
2017-05-01T11:08:18.240Z,0.3351,-17.5231,10,4.9,mb,,165,14.117,0.53,us,us10008mef,2017-05-01T11:26:22.040Z,"North of Ascension Island",earthquake,14.4,1.9,0.088,41,reviewed,us,us
2017-05-01T11:02:39.530Z,38.177,20.3476,10,4.3,mb,,132,1.592,1.14,us,us10008mee,2017-05-02T07:13:18.395Z,"7km WSW of Lixourion, Greece",earthquake,4.9,2,0.2,7,reviewed,us,us
2017-05-01T10:43:20.910Z,-9.5381,111.802,36.88,4.8,mb,,101,2.051,0.92,us,us10008me9,2017-05-01T12:32:20.040Z,"140km SSW of Tambakrejo, Indonesia",earthquake,8.1,6.7,0.099,31,reviewed,us,us
2017-05-01T10:31:37.660Z,19.1701,-67.0981,58,2.94,md,15,228,0.7027,0.83,pr,pr2017121001,2017-05-04T22:53:36.184Z,"74km N of Isabela, Puerto Rico",earthquake,5.18,11.4,0.43,13,reviewed,pr,pr
2017-05-01T10:28:23.848Z,64.9382,-147.9166,22,2.5,ml,,,,0.53,ak,ak15852124,2017-05-01T21:40:29.018Z,"10km NNW of College, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-01T08:36:27.020Z,7.0758,-104.4985,10,4.9,mb,,173,11.923,0.96,us,us10008mdv,2017-05-01T09:09:53.040Z,"Northern East Pacific Rise",earthquake,12.5,1.9,0.028,388,reviewed,us,us
2017-05-01T08:35:21.310Z,6.8596,-104.4414,10,4.5,mb,,182,12.086,0.74,us,us10008mdw,2017-05-01T13:04:58.040Z,"Galapagos Triple Junction region",earthquake,13.4,1.9,0.049,121,reviewed,us,us
2017-05-01T08:28:40.880Z,-37.5026,177.7638,148.25,4.6,mb,,92,0.435,1.26,us,us10008mdp,2017-05-06T08:17:28.115Z,"77km NNE of Opotiki, New Zealand",earthquake,10.9,7.6,0.111,24,reviewed,us,us
2017-05-01T07:53:17.031Z,61.6564,-148.1554,0,2.5,ml,,,,0.96,ak,ak15851488,2017-05-01T08:07:04.970Z,"39km ESE of Sutton-Alpine, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-01T07:36:07.640Z,6.983,-104.3023,10,4.3,mb,,224,15.07,0.64,us,us10008mdk,2017-05-01T08:06:03.040Z,"Galapagos Triple Junction region",earthquake,15.9,2,0.072,55,reviewed,us,us
2017-05-01T07:34:58.800Z,51.2567,179.2567,53.35,4.4,mb,,177,2.319,0.65,us,us10008mdj,2017-05-01T07:57:01.040Z,"80km SSW of Semisopochnoi Island, Alaska",earthquake,10.7,9.5,0.05,116,reviewed,us,us
2017-05-01T07:17:30.200Z,6.9717,-104.4152,10,5.3,mb,,194,11.975,0.65,us,us10008mdc,2017-05-03T21:00:52.040Z,"Galapagos Triple Junction region",earthquake,11.8,1.9,0.026,493,reviewed,us,us
2017-05-01T06:28:41.610Z,50.6328,178.5168,30.04,4.1,mb,,220,2.982,0.94,us,us10008md9,2017-05-01T19:23:51.330Z,"146km S of Little Sitkin Island, Alaska",earthquake,13.2,12.6,0.069,57,reviewed,us,us
2017-05-01T05:36:56.570Z,-8.3767,120.9828,187.51,4.6,mb,,46,1.267,1.22,us,us10008md6,2017-05-01T06:36:04.040Z,"3km NNW of Mbarungkeli, Indonesia",earthquake,6.8,4.9,0.106,27,reviewed,us,us
2017-05-01T04:54:56.002Z,52.1494,-169.8808,25.9,3.6,ml,,,,0.54,ak,ak15850256,2017-05-01T19:03:36.565Z,"77km SE of Yunaska Island, Alaska",earthquake,,2.8,,,reviewed,ak,ak
2017-05-01T04:36:34.970Z,52.4188,-170.098,51.64,4.7,mb,,157,0.423,1.03,us,us10008mcx,2017-05-01T05:05:38.321Z,"47km ESE of Yunaska Island, Alaska",earthquake,7.8,6.2,0.034,263,reviewed,us,us
2017-05-01T03:09:07.040Z,-5.9071,151.1629,27.47,5,mb,,59,1.974,1.04,us,us10008mck,2017-05-01T03:47:37.040Z,"119km ESE of Kimbe, Papua New Guinea",earthquake,7.9,5.5,0.062,82,reviewed,us,us
2017-05-01T00:06:06.670Z,-2.3484,-77.4471,18.66,4.4,mwr,,69,1.59,0.65,us,us10008mbt,2017-05-01T02:10:56.080Z,"74km E of Macas, Ecuador",earthquake,4.9,3.9,0.06,27,reviewed,us,us
2017-04-30T21:49:01.950Z,-32.9824,-72.2869,18.29,3.9,mwr,,201,0.547,0.72,us,us10008mai,2017-05-01T15:41:30.040Z,"61km W of Valparaiso, Chile",earthquake,3.4,6.2,0.043,52,reviewed,us,us
2017-04-30T21:32:16.086Z,60.8482,-150.752,3.7,3.3,ml,,,,0.95,ak,ak15847251,2017-05-01T20:00:02.425Z,"34km N of Sterling, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-04-30T20:35:37.040Z,36.6919,-97.6826,5.88,2.6,mb_lg,,62,0.213,0.27,us,us10008ma3,2017-05-01T05:36:52.100Z,"13km SSE of Medford, Oklahoma",earthquake,1,4.7,0.17,9,reviewed,us,us
2017-04-30T19:59:58.910Z,34.1123333,-117.3163333,16,2.98,ml,165,17,0.01945,0.18,ci,ci37637063,2017-05-04T01:15:40.755Z,"2km W of San Bernardino, California",earthquake,0.1,0.21,0.151,231,reviewed,ci,ci
2017-04-30T18:49:45.170Z,30.7296,131.3866,36.16,4.2,mb,,122,1.116,1.02,us,us10008m99,2017-04-30T19:17:16.040Z,"37km E of Nishinoomote, Japan",earthquake,5.3,9.7,0.113,22,reviewed,us,us
2017-04-30T17:35:49.090Z,-15.5752,-72.5681,10,4.7,mb,,191,3.502,0.74,us,us10008m8y,2017-04-30T17:49:55.040Z,"41km SW of Orcopampa, Peru",earthquake,7.6,1.9,0.152,13,reviewed,us,us
2017-04-30T16:37:29.810Z,0.7853,98.4767,59.04,5,mb,,68,1.037,0.68,us,us10008m8k,2017-04-30T18:54:01.040Z,"108km SW of Padangsidempuan, Indonesia",earthquake,6.9,5.5,0.055,107,reviewed,us,us
2017-04-30T16:02:52.077Z,56.7393,-156.241,77.3,2.6,ml,,,,0.63,ak,ak15844348,2017-04-30T16:10:40.131Z,"108km NNW of Chirikof Island, Alaska",earthquake,,1.9,,,automatic,ak,ak
2017-04-30T14:50:50.790Z,-15.7472,-72.0315,10,4.6,mb,,146,3.069,0.87,us,us10008m80,2017-04-30T16:59:02.040Z,"29km N of Lluta, Peru",earthquake,4.1,1.9,0.125,19,reviewed,us,us
2017-04-30T14:42:35.570Z,42.2953,142.9882,60.17,5.3,mb,,70,0.307,0.59,us,us10008m7z,2017-05-03T16:41:12.040Z,"51km E of Shizunai, Japan",earthquake,7.6,4.6,0.029,386,reviewed,us,us
2017-04-30T14:33:48.390Z,-9.8079,114.9101,35,4.4,mb,,65,1.525,0.83,us,us10008m7x,2017-05-01T12:58:30.304Z,"110km SSW of Kangin, Indonesia",earthquake,7,1.9,0.115,22,reviewed,us,us
2017-04-30T13:35:54.210Z,-15.8422,-72.5663,9.11,4.8,mb,,142,3.293,0.63,us,us10008m7m,2017-04-30T15:33:11.040Z,"62km WNW of Lluta, Peru",earthquake,10,5.8,0.135,17,reviewed,us,us
2017-04-30T13:29:09.960Z,-15.7431,-71.8771,10,5.2,mb,,100,2.997,0.68,us,us10008m7l,2017-05-04T02:13:33.706Z,"31km WSW of Chivay, Peru",earthquake,5,1.8,0.037,242,reviewed,us,us
2017-04-30T12:45:32.429Z,62.0013,-150.8513,1.1,2.6,ml,,,,0.82,ak,ak15843160,2017-04-30T13:08:00.933Z,"51km NW of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-04-30T12:22:41.080Z,-28.9248,-175.5158,4.64,5.2,mb,,154,2.136,1.43,us,us10008m78,2017-04-30T12:41:34.040Z,"235km E of Raoul Island, New Zealand",earthquake,11.2,6.9,0.066,75,reviewed,us,us
2017-04-30T11:29:57.310Z,18.5821,-65.0585,36,2.55,md,5,244,0.3544,0.12,pr,pr2017120007,2017-04-30T21:34:58.456Z,"29km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.14,2.31,0.11,5,reviewed,pr,pr
2017-04-30T11:04:42.206Z,57.5399,-154.9143,3.2,3.8,ml,,,,0.71,ak,ak15842595,2017-04-30T11:46:22.611Z,"56km W of Larsen Bay, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2017-04-30T11:03:56.916Z,57.5243,-154.9232,6.7,3.9,ml,,,,0.73,ak,ak15842584,2017-04-30T11:39:05.253Z,"64km W of Larsen Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-04-30T10:30:32.790Z,35.6083,140.2551,57.94,4.5,mb,,135,1.906,0.91,us,us10008m6r,2017-05-04T02:59:35.066Z,"7km SW of Yachimata, Japan",earthquake,7,8.2,0.102,28,reviewed,us,us
2017-04-30T10:12:16.340Z,38.7883333,-122.7771667,2.76,3.98,mw,105,49,0.009696,0.09,nc,nc72795911,2017-05-01T23:43:14.729Z,"2km WNW of The Geysers, California",earthquake,0.08,0.19,,15,reviewed,nc,nc
2017-04-30T09:50:17.410Z,11.2625,-86.8164,35.66,4.5,mb,,145,1.079,0.45,us,us10008m6n,2017-04-30T18:16:55.041Z,"66km SSW of Masachapa, Nicaragua",earthquake,2.8,12.6,0.087,38,reviewed,us,us
2017-04-30T09:36:01.530Z,-20.0354,-70.992,10.6,5.2,mb,,114,0.841,0.87,us,us10008m6e,2017-05-02T22:37:03.040Z,"91km WNW of Iquique, Chile",earthquake,2.3,4.6,0.033,294,reviewed,us,us
2017-04-30T08:28:51.690Z,1.611,98.6104,93.16,4.5,mb,,110,1.078,0.96,us,us10008m6a,2017-04-30T08:49:35.040Z,"23km SW of Sibolga, Indonesia",earthquake,5.5,8.3,0.102,28,reviewed,us,us
2017-04-30T07:44:01.700Z,-21.1054,-68.6572,132.86,4.2,mb,,53,0.777,0.67,us,us10008m62,2017-04-30T08:18:06.040Z,"153km N of Calama, Chile",earthquake,4.3,8.5,0.167,10,reviewed,us,us
